method,params,params_train,msg_id,label,p_sigmoid,pred,correct,tp,fp,tn,fn
BERTpt (768),769,769,20417,0,0.6308262348175049,1,0,0,1,0,0
BERTpt (768),769,769,11310,0,0.09278514981269836,0,1,0,0,1,0
BERTpt (768),769,769,13716,0,0.18297235667705536,0,1,0,0,1,0
BERTpt (768),769,769,11075,0,0.01630847528576851,0,1,0,0,1,0
BERTpt (768),769,769,4986,0,0.0030162655748426914,0,1,0,0,1,0
BERTpt (768),769,769,12642,0,0.0011867496650665998,0,1,0,0,1,0
BERTpt (768),769,769,31104,1,0.9846307635307312,1,1,1,0,0,0
BERTpt (768),769,769,22045,1,0.9673064351081848,1,1,1,0,0,0
BERTpt (768),769,769,15624,0,0.6679217219352722,1,0,0,1,0,0
BERTpt (768),769,769,17480,0,0.02603546902537346,0,1,0,0,1,0
BERTpt (768),769,769,9516,0,0.06351716816425323,0,1,0,0,1,0
BERTpt (768),769,769,8468,0,0.4640043377876282,0,1,0,0,1,0
BERTpt (768),769,769,3253,0,0.0008099947590380907,0,1,0,0,1,0
BERTpt (768),769,769,43143,1,0.9902269840240479,1,1,1,0,0,0
BERTpt (768),769,769,37820,1,0.9657328724861145,1,1,1,0,0,0
BERTpt (768),769,769,4328,0,0.16314254701137543,0,1,0,0,1,0
BERTpt (768),769,769,44596,1,0.9999321699142456,1,1,1,0,0,0
BERTpt (768),769,769,40222,1,0.9995346069335938,1,1,1,0,0,0
BERTpt (768),769,769,12745,0,0.020340994000434875,0,1,0,0,1,0
BERTpt (768),769,769,43755,1,0.9868544340133667,1,1,1,0,0,0
BERTpt (768),769,769,11285,0,0.014923731796443462,0,1,0,0,1,0
BERTpt (768),769,769,44216,1,0.9730811715126038,1,1,1,0,0,0
BERTpt (768),769,769,26965,1,0.9796043634414673,1,1,1,0,0,0
BERTpt (768),769,769,8332,0,0.03761163726449013,0,1,0,0,1,0
BERTpt (768),769,769,33420,1,0.9839736819267273,1,1,1,0,0,0
BERTpt (768),769,769,18123,0,0.321384072303772,0,1,0,0,1,0
BERTpt (768),769,769,11326,0,0.010532747954130173,0,1,0,0,1,0
BERTpt (768),769,769,19934,0,0.027186023071408272,0,1,0,0,1,0
BERTpt (768),769,769,30832,1,0.9979581832885742,1,1,1,0,0,0
BERTpt (768),769,769,25886,1,0.8538582921028137,1,1,1,0,0,0
BERTpt (768),769,769,41070,1,0.9995519518852234,1,1,1,0,0,0
BERTpt (768),769,769,9893,0,0.6678675413131714,1,0,0,1,0,0
BERTpt (768),769,769,37589,1,0.9971889853477478,1,1,1,0,0,0
BERTpt (768),769,769,4848,0,0.1633695811033249,0,1,0,0,1,0
BERTpt (768),769,769,10592,0,0.16240602731704712,0,1,0,0,1,0
BERTpt (768),769,769,34948,1,0.9681960940361023,1,1,1,0,0,0
BERTpt (768),769,769,46747,1,0.9315749406814575,1,1,1,0,0,0
BERTpt (768),769,769,10748,0,0.0008205820340663195,0,1,0,0,1,0
BERTpt (768),769,769,15234,0,0.0077600302174687386,0,1,0,0,1,0
BERTpt (768),769,769,41088,1,0.9979714751243591,1,1,1,0,0,0
BERTpt (768),769,769,38630,1,0.9852868318557739,1,1,1,0,0,0
BERTpt (768),769,769,37311,1,0.9984270334243774,1,1,1,0,0,0
BERTpt (768),769,769,2198,0,0.02012978494167328,0,1,0,0,1,0
BERTpt (768),769,769,2723,0,0.1147647574543953,0,1,0,0,1,0
BERTpt (768),769,769,21593,1,0.9107561707496643,1,1,1,0,0,0
BERTpt (768),769,769,5056,0,0.0447455458343029,0,1,0,0,1,0
BERTpt (768),769,769,876,0,0.25169122219085693,0,1,0,0,1,0
BERTpt (768),769,769,17899,0,0.0006338970852084458,0,1,0,0,1,0
BERTpt (768),769,769,18904,0,0.003224611049517989,0,1,0,0,1,0
BERTpt (768),769,769,11624,0,0.0008540892158634961,0,1,0,0,1,0
BERTpt (768),769,769,42314,1,0.9849260449409485,1,1,1,0,0,0
BERTpt (768),769,769,24619,1,0.9987395405769348,1,1,1,0,0,0
BERTpt (768),769,769,28676,1,0.9993026256561279,1,1,1,0,0,0
BERTpt (768),769,769,14687,0,0.04286731779575348,0,1,0,0,1,0
BERTpt (768),769,769,44315,1,0.9971524477005005,1,1,1,0,0,0
BERTpt (768),769,769,9123,0,0.37451499700546265,0,1,0,0,1,0
BERTpt (768),769,769,21085,1,0.841345489025116,1,1,1,0,0,0
BERTpt (768),769,769,34064,1,0.9492611289024353,1,1,1,0,0,0
BERTpt (768),769,769,28043,1,0.7403953075408936,1,1,1,0,0,0
BERTpt (768),769,769,9255,0,0.003821304067969322,0,1,0,0,1,0
BERTpt (768),769,769,38390,1,0.5946747660636902,1,1,1,0,0,0
BERTpt (768),769,769,30915,1,0.6435925960540771,1,1,1,0,0,0
BERTpt (768),769,769,3352,0,0.30852410197257996,0,1,0,0,1,0
BERTpt (768),769,769,39139,1,0.9952179789543152,1,1,1,0,0,0
BERTpt (768),769,769,25030,1,0.8710934519767761,1,1,1,0,0,0
BERTpt (768),769,769,34237,1,0.9940451383590698,1,1,1,0,0,0
BERTpt (768),769,769,4514,0,0.0011760937049984932,0,1,0,0,1,0
BERTpt (768),769,769,31896,1,0.8884349465370178,1,1,1,0,0,0
BERTpt (768),769,769,38553,1,0.9968423843383789,1,1,1,0,0,0
BERTpt (768),769,769,11593,0,0.01780548132956028,0,1,0,0,1,0
BERTpt (768),769,769,42721,1,0.685551643371582,1,1,1,0,0,0
BERTpt (768),769,769,28091,1,0.4488545060157776,0,0,0,0,0,1
BERTpt (768),769,769,41110,1,0.9977295994758606,1,1,1,0,0,0
BERTpt (768),769,769,34254,1,0.9932788014411926,1,1,1,0,0,0
BERTpt (768),769,769,42646,1,0.9997875094413757,1,1,1,0,0,0
BERTpt (768),769,769,19076,0,0.015233499929308891,0,1,0,0,1,0
BERTpt (768),769,769,20131,0,0.03754759579896927,0,1,0,0,1,0
BERTpt (768),769,769,24019,1,0.9967672824859619,1,1,1,0,0,0
BERTpt (768),769,769,24177,1,0.9993748068809509,1,1,1,0,0,0
BERTpt (768),769,769,34089,1,0.9999947547912598,1,1,1,0,0,0
BERTpt (768),769,769,43323,1,0.622626006603241,1,1,1,0,0,0
BERTpt (768),769,769,27189,1,0.9995155334472656,1,1,1,0,0,0
BERTpt (768),769,769,4941,0,0.8040469884872437,1,0,0,1,0,0
BERTpt (768),769,769,733,0,0.6215142607688904,1,0,0,1,0,0
BERTpt (768),769,769,43912,1,0.10043096542358398,0,0,0,0,0,1
BERTpt (768),769,769,40574,1,0.9073789119720459,1,1,1,0,0,0
BERTpt (768),769,769,8224,0,0.1648075431585312,0,1,0,0,1,0
BERTpt (768),769,769,40192,1,0.8167207837104797,1,1,1,0,0,0
BERTpt (768),769,769,9902,0,0.08465185761451721,0,1,0,0,1,0
BERTpt (768),769,769,9148,0,0.5083972215652466,1,0,0,1,0,0
BERTpt (768),769,769,8440,0,0.017527490854263306,0,1,0,0,1,0
BERTpt (768),769,769,11033,0,0.021206391975283623,0,1,0,0,1,0
BERTpt (768),769,769,22171,1,0.7949808239936829,1,1,1,0,0,0
BERTpt (768),769,769,25992,1,0.99936443567276,1,1,1,0,0,0
BERTpt (768),769,769,10329,0,0.07123836874961853,0,1,0,0,1,0
BERTpt (768),769,769,43485,1,0.96027672290802,1,1,1,0,0,0
BERTpt (768),769,769,3940,0,0.5932507514953613,1,0,0,1,0,0
BERTpt (768),769,769,8504,0,0.08209613710641861,0,1,0,0,1,0
BERTpt (768),769,769,28799,1,0.9425511360168457,1,1,1,0,0,0
BERTpt (768),769,769,19027,0,0.0053074355237185955,0,1,0,0,1,0
BERTpt (768),769,769,13438,0,0.034372273832559586,0,1,0,0,1,0
BERTpt (768),769,769,20356,0,0.002223731717094779,0,1,0,0,1,0
