method,params,params_train,msg_id,label,p_sigmoid,pred,correct,tp,fp,tn,fn
custom (768),769,769,9475,0,0.0026782394852489233,0,1,0,0,1,0
custom (768),769,769,41758,1,0.9642496109008789,1,1,1,0,0,0
custom (768),769,769,41294,1,0.8268195986747742,1,1,1,0,0,0
custom (768),769,769,41630,1,0.9725101590156555,1,1,1,0,0,0
custom (768),769,769,22318,1,0.5244851112365723,1,1,1,0,0,0
custom (768),769,769,27189,1,0.9388710260391235,1,1,1,0,0,0
custom (768),769,769,25431,1,0.8841883540153503,1,1,1,0,0,0
custom (768),769,769,16575,0,0.5893222689628601,1,0,0,1,0,0
custom (768),769,769,17168,0,0.012883077375590801,0,1,0,0,1,0
custom (768),769,769,15067,0,0.22962331771850586,0,1,0,0,1,0
custom (768),769,769,21409,1,0.9012309312820435,1,1,1,0,0,0
custom (768),769,769,11125,0,0.009277782402932644,0,1,0,0,1,0
custom (768),769,769,12816,0,0.03266419842839241,0,1,0,0,1,0
custom (768),769,769,42470,1,0.6540704369544983,1,1,1,0,0,0
custom (768),769,769,30005,1,0.9950034022331238,1,1,1,0,0,0
custom (768),769,769,21647,1,0.6351162791252136,1,1,1,0,0,0
custom (768),769,769,27140,1,0.7189964652061462,1,1,1,0,0,0
custom (768),769,769,19456,0,0.041926059871912,0,1,0,0,1,0
custom (768),769,769,31005,1,0.935606837272644,1,1,1,0,0,0
custom (768),769,769,46815,1,0.9490031599998474,1,1,1,0,0,0
custom (768),769,769,42442,1,0.9412744641304016,1,1,1,0,0,0
custom (768),769,769,33040,1,0.981681764125824,1,1,1,0,0,0
custom (768),769,769,40222,1,0.9821094274520874,1,1,1,0,0,0
custom (768),769,769,14436,0,0.009064198471605778,0,1,0,0,1,0
custom (768),769,769,37373,1,0.9309733510017395,1,1,1,0,0,0
custom (768),769,769,12520,0,0.47970715165138245,0,1,0,0,1,0
custom (768),769,769,22949,1,0.4009362459182739,0,0,0,0,0,1
custom (768),769,769,41119,1,0.9181520342826843,1,1,1,0,0,0
custom (768),769,769,26182,1,0.8989225625991821,1,1,1,0,0,0
custom (768),769,769,43116,1,0.7119225859642029,1,1,1,0,0,0
custom (768),769,769,26171,1,0.9976050853729248,1,1,1,0,0,0
custom (768),769,769,10103,0,0.16765449941158295,0,1,0,0,1,0
custom (768),769,769,20051,0,0.05954264476895332,0,1,0,0,1,0
custom (768),769,769,8827,0,0.0930076539516449,0,1,0,0,1,0
custom (768),769,769,24179,1,0.9638722538948059,1,1,1,0,0,0
custom (768),769,769,19533,0,0.01588524505496025,0,1,0,0,1,0
custom (768),769,769,31450,1,0.927741289138794,1,1,1,0,0,0
custom (768),769,769,14354,0,0.006355477496981621,0,1,0,0,1,0
custom (768),769,769,20298,0,0.0578271821141243,0,1,0,0,1,0
custom (768),769,769,39158,1,0.9529731273651123,1,1,1,0,0,0
custom (768),769,769,40018,1,0.6599573493003845,1,1,1,0,0,0
custom (768),769,769,37651,1,0.8475940823554993,1,1,1,0,0,0
custom (768),769,769,35880,1,0.9781892895698547,1,1,1,0,0,0
custom (768),769,769,26387,1,0.5198407769203186,1,1,1,0,0,0
custom (768),769,769,34237,1,0.9817407131195068,1,1,1,0,0,0
custom (768),769,769,46384,1,0.966912031173706,1,1,1,0,0,0
custom (768),769,769,46893,1,0.9311146140098572,1,1,1,0,0,0
custom (768),769,769,33845,1,0.761337161064148,1,1,1,0,0,0
custom (768),769,769,37597,1,0.8670218586921692,1,1,1,0,0,0
custom (768),769,769,27677,1,0.2051721215248108,0,0,0,0,0,1
custom (768),769,769,42852,1,0.6785467863082886,1,1,1,0,0,0
custom (768),769,769,10776,0,0.10031989216804504,0,1,0,0,1,0
custom (768),769,769,19793,0,0.09404356777667999,0,1,0,0,1,0
custom (768),769,769,7296,0,0.1784677356481552,0,1,0,0,1,0
custom (768),769,769,4306,0,0.025921471416950226,0,1,0,0,1,0
custom (768),769,769,4152,0,0.05102043226361275,0,1,0,0,1,0
custom (768),769,769,6915,0,0.042560309171676636,0,1,0,0,1,0
custom (768),769,769,9656,0,0.007806549780070782,0,1,0,0,1,0
custom (768),769,769,2273,0,0.04175492376089096,0,1,0,0,1,0
custom (768),769,769,3455,0,0.06933192163705826,0,1,0,0,1,0
custom (768),769,769,40270,1,0.98409503698349,1,1,1,0,0,0
custom (768),769,769,9438,0,0.07718274742364883,0,1,0,0,1,0
custom (768),769,769,22251,1,0.7954459190368652,1,1,1,0,0,0
custom (768),769,769,22306,1,0.7050272822380066,1,1,1,0,0,0
custom (768),769,769,11589,0,0.004250332713127136,0,1,0,0,1,0
custom (768),769,769,20149,0,0.34817349910736084,0,1,0,0,1,0
custom (768),769,769,20936,1,0.9968749284744263,1,1,1,0,0,0
custom (768),769,769,30795,1,0.8309447169303894,1,1,1,0,0,0
custom (768),769,769,13458,0,0.20007139444351196,0,1,0,0,1,0
custom (768),769,769,34968,1,0.9369572997093201,1,1,1,0,0,0
custom (768),769,769,21281,1,0.9762328863143921,1,1,1,0,0,0
custom (768),769,769,15822,0,0.05018843337893486,0,1,0,0,1,0
custom (768),769,769,21043,1,0.9433265924453735,1,1,1,0,0,0
custom (768),769,769,44969,1,0.8720130920410156,1,1,1,0,0,0
custom (768),769,769,2016,0,0.019205966964364052,0,1,0,0,1,0
custom (768),769,769,8188,0,0.06650347262620926,0,1,0,0,1,0
custom (768),769,769,10592,0,0.009422669187188148,0,1,0,0,1,0
custom (768),769,769,8077,0,0.11225087195634842,0,1,0,0,1,0
custom (768),769,769,3896,0,0.013195399194955826,0,1,0,0,1,0
custom (768),769,769,38356,1,0.9954113364219666,1,1,1,0,0,0
custom (768),769,769,9902,0,0.0734812319278717,0,1,0,0,1,0
custom (768),769,769,19826,0,0.13838644325733185,0,1,0,0,1,0
custom (768),769,769,31265,1,0.3459263741970062,0,0,0,0,0,1
custom (768),769,769,28039,1,0.8422305583953857,1,1,1,0,0,0
custom (768),769,769,42888,1,0.8682180047035217,1,1,1,0,0,0
custom (768),769,769,39836,1,0.992293119430542,1,1,1,0,0,0
custom (768),769,769,5980,0,0.0006047039059922099,0,1,0,0,1,0
custom (768),769,769,13305,0,0.014920408837497234,0,1,0,0,1,0
custom (768),769,769,35057,1,0.9768962264060974,1,1,1,0,0,0
custom (768),769,769,35807,1,0.9576738476753235,1,1,1,0,0,0
custom (768),769,769,34668,1,0.5263932943344116,1,1,1,0,0,0
custom (768),769,769,47471,1,0.5175353288650513,1,1,1,0,0,0
custom (768),769,769,38547,1,0.9725911021232605,1,1,1,0,0,0
custom (768),769,769,46802,1,0.9954606890678406,1,1,1,0,0,0
custom (768),769,769,38612,1,0.9817075133323669,1,1,1,0,0,0
custom (768),769,769,45005,1,0.9942935109138489,1,1,1,0,0,0
custom (768),769,769,18855,0,0.0019869713578373194,0,1,0,0,1,0
custom (768),769,769,47036,1,0.9342109560966492,1,1,1,0,0,0
custom (768),769,769,11310,0,0.03091777302324772,0,1,0,0,1,0
custom (768),769,769,18191,0,0.19372504949569702,0,1,0,0,1,0
custom (768),769,769,3205,0,0.35118675231933594,0,1,0,0,1,0
custom (768),769,769,12501,0,0.10310972481966019,0,1,0,0,1,0
custom (768),769,769,11103,0,0.15325911343097687,0,1,0,0,1,0
custom (768),769,769,42713,1,0.8240768313407898,1,1,1,0,0,0
custom (768),769,769,19027,0,0.06331568956375122,0,1,0,0,1,0
custom (768),769,769,5629,0,0.03951829671859741,0,1,0,0,1,0
custom (768),769,769,23930,1,0.8916047215461731,1,1,1,0,0,0
custom (768),769,769,44639,1,0.9338595271110535,1,1,1,0,0,0
custom (768),769,769,7758,0,0.029377736151218414,0,1,0,0,1,0
custom (768),769,769,43358,1,0.9359738826751709,1,1,1,0,0,0
custom (768),769,769,1910,0,0.12975353002548218,0,1,0,0,1,0
custom (768),769,769,42843,1,0.729089617729187,1,1,1,0,0,0
custom (768),769,769,46441,1,0.8252690434455872,1,1,1,0,0,0
custom (768),769,769,11682,0,0.009987525641918182,0,1,0,0,1,0
custom (768),769,769,42413,1,0.4413814842700958,0,0,0,0,0,1
custom (768),769,769,13553,0,0.09270711243152618,0,1,0,0,1,0
custom (768),769,769,24983,1,0.9975929856300354,1,1,1,0,0,0
custom (768),769,769,46751,1,0.4917166233062744,0,0,0,0,0,1
custom (768),769,769,31449,1,0.9759058952331543,1,1,1,0,0,0
custom (768),769,769,25062,1,0.9883325695991516,1,1,1,0,0,0
custom (768),769,769,43080,1,0.8473765850067139,1,1,1,0,0,0
custom (768),769,769,39206,1,0.8819199204444885,1,1,1,0,0,0
custom (768),769,769,4791,0,0.05992579832673073,0,1,0,0,1,0
custom (768),769,769,35831,1,0.9122173190116882,1,1,1,0,0,0
custom (768),769,769,8803,0,0.32514145970344543,0,1,0,0,1,0
custom (768),769,769,34238,1,0.9755473732948303,1,1,1,0,0,0
custom (768),769,769,19244,0,0.006630284711718559,0,1,0,0,1,0
custom (768),769,769,10451,0,0.05209753289818764,0,1,0,0,1,0
custom (768),769,769,22467,1,0.9268698692321777,1,1,1,0,0,0
custom (768),769,769,5574,0,0.2705240845680237,0,1,0,0,1,0
custom (768),769,769,18203,0,0.15682516992092133,0,1,0,0,1,0
custom (768),769,769,10828,0,0.05045810714364052,0,1,0,0,1,0
custom (768),769,769,41252,1,0.8185743689537048,1,1,1,0,0,0
custom (768),769,769,35028,1,0.9714255928993225,1,1,1,0,0,0
custom (768),769,769,13071,0,0.10461360961198807,0,1,0,0,1,0
custom (768),769,769,12023,0,0.006207157392054796,0,1,0,0,1,0
custom (768),769,769,14373,0,0.031015463173389435,0,1,0,0,1,0
custom (768),769,769,35386,1,0.6726048588752747,1,1,1,0,0,0
custom (768),769,769,12533,0,0.20130978524684906,0,1,0,0,1,0
custom (768),769,769,11569,0,0.05599740147590637,0,1,0,0,1,0
custom (768),769,769,47453,1,0.9684403538703918,1,1,1,0,0,0
custom (768),769,769,19584,0,0.10991186648607254,0,1,0,0,1,0
custom (768),769,769,17752,0,0.29349493980407715,0,1,0,0,1,0
custom (768),769,769,30061,1,0.952088475227356,1,1,1,0,0,0
custom (768),769,769,33420,1,0.9725871682167053,1,1,1,0,0,0
custom (768),769,769,39465,1,0.9344449043273926,1,1,1,0,0,0
custom (768),769,769,41273,1,0.989467203617096,1,1,1,0,0,0
custom (768),769,769,256,0,0.01057705469429493,0,1,0,0,1,0
custom (768),769,769,19282,0,0.07965005189180374,0,1,0,0,1,0
custom (768),769,769,11336,0,0.08778399229049683,0,1,0,0,1,0
custom (768),769,769,21518,1,0.6412442326545715,1,1,1,0,0,0
custom (768),769,769,18755,0,0.4256020486354828,0,1,0,0,1,0
custom (768),769,769,5518,0,0.05966838449239731,0,1,0,0,1,0
custom (768),769,769,8408,0,0.020618142560124397,0,1,0,0,1,0
custom (768),769,769,11187,0,0.3001168966293335,0,1,0,0,1,0
custom (768),769,769,45604,1,0.9090316891670227,1,1,1,0,0,0
custom (768),769,769,713,0,0.01086075697094202,0,1,0,0,1,0
custom (768),769,769,41260,1,0.9272276163101196,1,1,1,0,0,0
custom (768),769,769,34209,1,0.9185781478881836,1,1,1,0,0,0
custom (768),769,769,19041,0,0.10194960236549377,0,1,0,0,1,0
custom (768),769,769,45321,1,0.9091514945030212,1,1,1,0,0,0
custom (768),769,769,6013,0,0.08526285737752914,0,1,0,0,1,0
custom (768),769,769,8643,0,0.11607322096824646,0,1,0,0,1,0
custom (768),769,769,12142,0,0.0391412079334259,0,1,0,0,1,0
custom (768),769,769,11464,0,0.024457214400172234,0,1,0,0,1,0
custom (768),769,769,37744,1,0.9063767194747925,1,1,1,0,0,0
custom (768),769,769,8025,0,0.22427505254745483,0,1,0,0,1,0
custom (768),769,769,1263,0,0.006021874491125345,0,1,0,0,1,0
custom (768),769,769,25793,1,0.7749603390693665,1,1,1,0,0,0
custom (768),769,769,13750,0,0.015325138345360756,0,1,0,0,1,0
custom (768),769,769,29974,1,0.9899266958236694,1,1,1,0,0,0
custom (768),769,769,13233,0,0.5327189564704895,1,0,0,1,0,0
custom (768),769,769,3215,0,0.16997556388378143,0,1,0,0,1,0
custom (768),769,769,13525,0,0.09065800160169601,0,1,0,0,1,0
custom (768),769,769,9082,0,0.03583080694079399,0,1,0,0,1,0
custom (768),769,769,45797,1,0.919611930847168,1,1,1,0,0,0
custom (768),769,769,19102,0,0.4884398281574249,0,1,0,0,1,0
custom (768),769,769,27498,1,0.9209348559379578,1,1,1,0,0,0
custom (768),769,769,19984,0,0.38987672328948975,0,1,0,0,1,0
custom (768),769,769,5156,0,0.03882515802979469,0,1,0,0,1,0
custom (768),769,769,39285,1,0.9104444980621338,1,1,1,0,0,0
custom (768),769,769,8793,0,0.030262883752584457,0,1,0,0,1,0
custom (768),769,769,30122,1,0.9903399348258972,1,1,1,0,0,0
custom (768),769,769,29514,1,0.9404140710830688,1,1,1,0,0,0
custom (768),769,769,876,0,0.4675576388835907,0,1,0,0,1,0
custom (768),769,769,9494,0,0.7770779728889465,1,0,0,1,0,0
custom (768),769,769,39969,1,0.8378028273582458,1,1,1,0,0,0
custom (768),769,769,41732,1,0.8303326368331909,1,1,1,0,0,0
custom (768),769,769,9453,0,0.04240750893950462,0,1,0,0,1,0
custom (768),769,769,8421,0,0.26153895258903503,0,1,0,0,1,0
custom (768),769,769,38616,1,0.9567024111747742,1,1,1,0,0,0
custom (768),769,769,38991,1,0.9870184063911438,1,1,1,0,0,0
custom (768),769,769,18362,0,0.022358518093824387,0,1,0,0,1,0
custom (768),769,769,39284,1,0.9035018682479858,1,1,1,0,0,0
custom (768),769,769,20422,0,0.11793729662895203,0,1,0,0,1,0
custom (768),769,769,34217,1,0.9804524183273315,1,1,1,0,0,0
custom (768),769,769,6748,0,0.05928511172533035,0,1,0,0,1,0
custom (768),769,769,29095,1,0.6393545866012573,1,1,1,0,0,0
custom (768),769,769,13212,0,0.02656969614326954,0,1,0,0,1,0
custom (768),769,769,15318,0,0.6598860025405884,1,0,0,1,0,0
custom (768),769,769,20461,0,0.1316310167312622,0,1,0,0,1,0
custom (768),769,769,24633,1,0.9721615314483643,1,1,1,0,0,0
custom (768),769,769,45066,1,0.9147765636444092,1,1,1,0,0,0
custom (768),769,769,41799,1,0.9510489106178284,1,1,1,0,0,0
custom (768),769,769,10840,0,0.18238651752471924,0,1,0,0,1,0
custom (768),769,769,32666,1,0.8955380320549011,1,1,1,0,0,0
custom (768),769,769,18074,0,0.2729036808013916,0,1,0,0,1,0
custom (768),769,769,10744,0,0.040762729942798615,0,1,0,0,1,0
custom (768),769,769,34728,1,0.9935865998268127,1,1,1,0,0,0
custom (768),769,769,44169,1,0.9865468740463257,1,1,1,0,0,0
custom (768),769,769,25911,1,0.9058883786201477,1,1,1,0,0,0
custom (768),769,769,43382,1,0.9298458695411682,1,1,1,0,0,0
custom (768),769,769,43668,1,0.8954678177833557,1,1,1,0,0,0
custom (768),769,769,8441,0,0.009311542846262455,0,1,0,0,1,0
custom (768),769,769,20818,1,0.5167220830917358,1,1,1,0,0,0
custom (768),769,769,43305,1,0.7927597761154175,1,1,1,0,0,0
custom (768),769,769,10548,0,0.3640028238296509,0,1,0,0,1,0
custom (768),769,769,18123,0,0.09988203644752502,0,1,0,0,1,0
custom (768),769,769,2702,0,0.007425378076732159,0,1,0,0,1,0
custom (768),769,769,6514,0,0.012400456704199314,0,1,0,0,1,0
custom (768),769,769,20005,0,0.004979261197149754,0,1,0,0,1,0
custom (768),769,769,9125,0,0.022684918716549873,0,1,0,0,1,0
custom (768),769,769,46626,1,0.9023540616035461,1,1,1,0,0,0
custom (768),769,769,42948,1,0.995318591594696,1,1,1,0,0,0
custom (768),769,769,44109,1,0.9543738961219788,1,1,1,0,0,0
custom (768),769,769,6662,0,0.3373614251613617,0,1,0,0,1,0
custom (768),769,769,2373,0,0.04634397104382515,0,1,0,0,1,0
custom (768),769,769,43834,1,0.9092899560928345,1,1,1,0,0,0
custom (768),769,769,41243,1,0.9133933186531067,1,1,1,0,0,0
custom (768),769,769,19710,0,0.1629672646522522,0,1,0,0,1,0
custom (768),769,769,13145,0,0.2674047648906708,0,1,0,0,1,0
custom (768),769,769,33641,1,0.9258222579956055,1,1,1,0,0,0
custom (768),769,769,28496,1,0.8485093712806702,1,1,1,0,0,0
custom (768),769,769,39187,1,0.727891206741333,1,1,1,0,0,0
custom (768),769,769,35373,1,0.8349172472953796,1,1,1,0,0,0
custom (768),769,769,9996,0,0.10099032521247864,0,1,0,0,1,0
custom (768),769,769,19806,0,0.030857786536216736,0,1,0,0,1,0
custom (768),769,769,36993,1,0.9529278874397278,1,1,1,0,0,0
custom (768),769,769,13840,0,0.34250742197036743,0,1,0,0,1,0
custom (768),769,769,8622,0,0.44440075755119324,0,1,0,0,1,0
custom (768),769,769,17899,0,0.01564115285873413,0,1,0,0,1,0
custom (768),769,769,1582,0,0.01643414981663227,0,1,0,0,1,0
custom (768),769,769,14277,0,0.09392951428890228,0,1,0,0,1,0
custom (768),769,769,44042,1,0.9402233958244324,1,1,1,0,0,0
custom (768),769,769,8873,0,0.019937582314014435,0,1,0,0,1,0
custom (768),769,769,11616,0,0.03622600808739662,0,1,0,0,1,0
custom (768),769,769,5701,0,0.017804697155952454,0,1,0,0,1,0
custom (768),769,769,37760,1,0.9691981673240662,1,1,1,0,0,0
custom (768),769,769,39122,1,0.9781681895256042,1,1,1,0,0,0
custom (768),769,769,7517,0,0.007422738708555698,0,1,0,0,1,0
custom (768),769,769,18195,0,0.35969728231430054,0,1,0,0,1,0
custom (768),769,769,11724,0,0.06619862467050552,0,1,0,0,1,0
custom (768),769,769,20232,0,0.16212062537670135,0,1,0,0,1,0
custom (768),769,769,28400,1,0.9725676774978638,1,1,1,0,0,0
custom (768),769,769,12755,0,0.047569796442985535,0,1,0,0,1,0
custom (768),769,769,42721,1,0.8263892531394958,1,1,1,0,0,0
custom (768),769,769,41789,1,0.9420804977416992,1,1,1,0,0,0
custom (768),769,769,12079,0,0.027027377858757973,0,1,0,0,1,0
custom (768),769,769,14980,0,0.21502083539962769,0,1,0,0,1,0
custom (768),769,769,36789,1,0.9871686697006226,1,1,1,0,0,0
custom (768),769,769,47144,1,0.8958970904350281,1,1,1,0,0,0
custom (768),769,769,6974,0,0.0144047811627388,0,1,0,0,1,0
custom (768),769,769,23156,1,0.6099353432655334,1,1,1,0,0,0
custom (768),769,769,9239,0,0.026674378663301468,0,1,0,0,1,0
custom (768),769,769,10808,0,0.012790693901479244,0,1,0,0,1,0
custom (768),769,769,7595,0,0.011928694322705269,0,1,0,0,1,0
custom (768),769,769,3224,0,0.06701157987117767,0,1,0,0,1,0
custom (768),769,769,42884,1,0.3701949119567871,0,0,0,0,0,1
custom (768),769,769,294,0,0.1366746574640274,0,1,0,0,1,0
custom (768),769,769,6596,0,0.08913405239582062,0,1,0,0,1,0
custom (768),769,769,6909,0,0.009777950122952461,0,1,0,0,1,0
custom (768),769,769,3253,0,0.025822417810559273,0,1,0,0,1,0
custom (768),769,769,40836,1,0.9060018062591553,1,1,1,0,0,0
custom (768),769,769,22737,1,0.6662164926528931,1,1,1,0,0,0
custom (768),769,769,31852,1,0.8222160339355469,1,1,1,0,0,0
custom (768),769,769,33526,1,0.9338034987449646,1,1,1,0,0,0
custom (768),769,769,30813,1,0.9813373684883118,1,1,1,0,0,0
custom (768),769,769,15524,0,0.0754825547337532,0,1,0,0,1,0
custom (768),769,769,6663,0,0.010867192409932613,0,1,0,0,1,0
custom (768),769,769,3788,0,0.18227525055408478,0,1,0,0,1,0
custom (768),769,769,36297,1,0.6654435396194458,1,1,1,0,0,0
custom (768),769,769,33704,1,0.9210768342018127,1,1,1,0,0,0
custom (768),769,769,18278,0,0.04202022776007652,0,1,0,0,1,0
custom (768),769,769,1944,0,0.2421341836452484,0,1,0,0,1,0
custom (768),769,769,7010,0,0.01387377642095089,0,1,0,0,1,0
custom (768),769,769,46604,1,0.8061529994010925,1,1,1,0,0,0
custom (768),769,769,22766,1,0.9714746475219727,1,1,1,0,0,0
custom (768),769,769,27117,1,0.4731682538986206,0,0,0,0,0,1
custom (768),769,769,18892,0,0.08985573053359985,0,1,0,0,1,0
custom (768),769,769,2927,0,0.036823321133852005,0,1,0,0,1,0
custom (768),769,769,9011,0,0.04579480364918709,0,1,0,0,1,0
custom (768),769,769,11192,0,0.13244618475437164,0,1,0,0,1,0
custom (768),769,769,27571,1,0.9948315620422363,1,1,1,0,0,0
custom (768),769,769,38620,1,0.9783496856689453,1,1,1,0,0,0
custom (768),769,769,41104,1,0.9576226472854614,1,1,1,0,0,0
custom (768),769,769,1959,0,0.03629288449883461,0,1,0,0,1,0
custom (768),769,769,41951,1,0.9927231669425964,1,1,1,0,0,0
custom (768),769,769,39125,1,0.8508892059326172,1,1,1,0,0,0
custom (768),769,769,34064,1,0.9102203249931335,1,1,1,0,0,0
custom (768),769,769,13164,0,0.24344883859157562,0,1,0,0,1,0
custom (768),769,769,46652,1,0.9485015273094177,1,1,1,0,0,0
custom (768),769,769,15537,0,0.3979374170303345,0,1,0,0,1,0
custom (768),769,769,14784,0,0.03169168904423714,0,1,0,0,1,0
custom (768),769,769,40275,1,0.9677996635437012,1,1,1,0,0,0
custom (768),769,769,6995,0,0.09123856574296951,0,1,0,0,1,0
custom (768),769,769,42614,1,0.9143022298812866,1,1,1,0,0,0
custom (768),769,769,11380,0,0.11699233949184418,0,1,0,0,1,0
custom (768),769,769,21616,1,0.9138500690460205,1,1,1,0,0,0
custom (768),769,769,41967,1,0.9085051417350769,1,1,1,0,0,0
custom (768),769,769,22171,1,0.9271363019943237,1,1,1,0,0,0
custom (768),769,769,38920,1,0.962951123714447,1,1,1,0,0,0
custom (768),769,769,1413,0,0.015146931633353233,0,1,0,0,1,0
custom (768),769,769,8081,0,0.6647056341171265,1,0,0,1,0,0
custom (768),769,769,13358,0,0.10485281050205231,0,1,0,0,1,0
custom (768),769,769,42324,1,0.8272369503974915,1,1,1,0,0,0
custom (768),769,769,5315,0,0.11902740597724915,0,1,0,0,1,0
custom (768),769,769,31282,1,0.4806496798992157,0,0,0,0,0,1
custom (768),769,769,4244,0,0.15319359302520752,0,1,0,0,1,0
custom (768),769,769,42893,1,0.6384875178337097,1,1,1,0,0,0
custom (768),769,769,21153,1,0.875666081905365,1,1,1,0,0,0
custom (768),769,769,42831,1,0.9717208743095398,1,1,1,0,0,0
custom (768),769,769,10145,0,0.030717715620994568,0,1,0,0,1,0
custom (768),769,769,35870,1,0.9821471571922302,1,1,1,0,0,0
custom (768),769,769,8428,0,0.00964470487087965,0,1,0,0,1,0
custom (768),769,769,8235,0,0.020785775035619736,0,1,0,0,1,0
custom (768),769,769,19129,0,0.11476483196020126,0,1,0,0,1,0
custom (768),769,769,44547,1,0.9520487189292908,1,1,1,0,0,0
custom (768),769,769,18193,0,0.27641648054122925,0,1,0,0,1,0
custom (768),769,769,16252,0,0.25140416622161865,0,1,0,0,1,0
custom (768),769,769,41110,1,0.943113386631012,1,1,1,0,0,0
custom (768),769,769,34101,1,0.9615915417671204,1,1,1,0,0,0
custom (768),769,769,42793,1,0.9860963225364685,1,1,1,0,0,0
custom (768),769,769,44580,1,0.941964328289032,1,1,1,0,0,0
custom (768),769,769,31226,1,0.5197077989578247,1,1,1,0,0,0
custom (768),769,769,9797,0,0.031365975737571716,0,1,0,0,1,0
