method,params,params_train,msg_id,label,p_sigmoid,pred,correct,tp,fp,tn,fn
custom (300),301,301,31226,1,0.8452573418617249,1,1,1,0,0,0
custom (300),301,301,5069,0,1.3042541468166746e-05,0,1,0,0,1,0
custom (300),301,301,3288,0,0.0002902942069340497,0,1,0,0,1,0
custom (300),301,301,9516,0,0.0007324105245061219,0,1,0,0,1,0
custom (300),301,301,33590,1,0.9614630937576294,1,1,1,0,0,0
custom (300),301,301,35383,1,0.6298345923423767,1,1,1,0,0,0
custom (300),301,301,36444,1,0.9779712557792664,1,1,1,0,0,0
custom (300),301,301,41282,1,0.9932984709739685,1,1,1,0,0,0
custom (300),301,301,42892,1,0.9986138343811035,1,1,1,0,0,0
custom (300),301,301,41241,1,0.9999101161956787,1,1,1,0,0,0
custom (300),301,301,20349,0,6.658463826170191e-05,0,1,0,0,1,0
custom (300),301,301,26387,1,0.3128442168235779,0,0,0,0,0,1
custom (300),301,301,19595,0,0.0038239695131778717,0,1,0,0,1,0
custom (300),301,301,11587,0,1.2943723049829714e-05,0,1,0,0,1,0
custom (300),301,301,35889,1,0.9999724626541138,1,1,1,0,0,0
custom (300),301,301,37212,1,0.9617871046066284,1,1,1,0,0,0
custom (300),301,301,31813,1,0.9971380233764648,1,1,1,0,0,0
custom (300),301,301,7908,0,0.013649148866534233,0,1,0,0,1,0
custom (300),301,301,32049,1,0.9976867437362671,1,1,1,0,0,0
custom (300),301,301,9189,0,0.008615192957222462,0,1,0,0,1,0
custom (300),301,301,40481,1,0.9762998223304749,1,1,1,0,0,0
custom (300),301,301,6451,0,2.5697041564853862e-05,0,1,0,0,1,0
custom (300),301,301,42767,1,0.11870639771223068,0,0,0,0,0,1
custom (300),301,301,7541,0,0.0009029416250996292,0,1,0,0,1,0
custom (300),301,301,24844,1,0.999777615070343,1,1,1,0,0,0
custom (300),301,301,44928,1,0.9947326183319092,1,1,1,0,0,0
custom (300),301,301,10459,0,0.0014080032706260681,0,1,0,0,1,0
custom (300),301,301,12745,0,0.001732905046083033,0,1,0,0,1,0
custom (300),301,301,10132,0,0.9641897678375244,1,0,0,1,0,0
custom (300),301,301,42271,1,0.9437119364738464,1,1,1,0,0,0
custom (300),301,301,11443,0,0.009799512103199959,0,1,0,0,1,0
custom (300),301,301,23188,1,0.9819148778915405,1,1,1,0,0,0
custom (300),301,301,32157,1,0.9974840879440308,1,1,1,0,0,0
custom (300),301,301,39202,1,0.8440727591514587,1,1,1,0,0,0
custom (300),301,301,41698,1,0.9940014481544495,1,1,1,0,0,0
custom (300),301,301,34455,1,0.9759841561317444,1,1,1,0,0,0
custom (300),301,301,43403,1,0.9375828504562378,1,1,1,0,0,0
custom (300),301,301,20978,1,0.9997771382331848,1,1,1,0,0,0
custom (300),301,301,12691,0,0.014745930209755898,0,1,0,0,1,0
custom (300),301,301,18786,0,0.20953412353992462,0,1,0,0,1,0
custom (300),301,301,35881,1,0.9853494763374329,1,1,1,0,0,0
custom (300),301,301,41951,1,0.9997976422309875,1,1,1,0,0,0
custom (300),301,301,28430,1,0.9994515776634216,1,1,1,0,0,0
custom (300),301,301,28528,1,0.9904451370239258,1,1,1,0,0,0
custom (300),301,301,12820,0,0.0007132533355616033,0,1,0,0,1,0
custom (300),301,301,34089,1,0.9807575941085815,1,1,1,0,0,0
custom (300),301,301,1451,0,0.3101430833339691,0,1,0,0,1,0
custom (300),301,301,10828,0,0.0051386090926826,0,1,0,0,1,0
custom (300),301,301,41218,1,0.9791143536567688,1,1,1,0,0,0
custom (300),301,301,34217,1,0.9995279312133789,1,1,1,0,0,0
custom (300),301,301,21573,1,0.9999411106109619,1,1,1,0,0,0
custom (300),301,301,39465,1,0.9992939233779907,1,1,1,0,0,0
custom (300),301,301,5384,0,1.612867163203191e-05,0,1,0,0,1,0
custom (300),301,301,3918,0,0.1153293177485466,0,1,0,0,1,0
custom (300),301,301,37102,1,0.8172987699508667,1,1,1,0,0,0
custom (300),301,301,35848,1,0.9997135996818542,1,1,1,0,0,0
custom (300),301,301,25894,1,0.982117235660553,1,1,1,0,0,0
custom (300),301,301,9012,0,0.0005673965788446367,0,1,0,0,1,0
custom (300),301,301,10451,0,0.00135065708309412,0,1,0,0,1,0
custom (300),301,301,960,0,0.012389716692268848,0,1,0,0,1,0
custom (300),301,301,18229,0,0.7150311470031738,1,0,0,1,0,0
custom (300),301,301,13173,0,0.008218437433242798,0,1,0,0,1,0
custom (300),301,301,9651,0,0.01993621326982975,0,1,0,0,1,0
custom (300),301,301,9200,0,0.0012963704066351056,0,1,0,0,1,0
custom (300),301,301,36615,1,0.9996520280838013,1,1,1,0,0,0
custom (300),301,301,6788,0,7.470724813174456e-05,0,1,0,0,1,0
custom (300),301,301,13132,0,0.030010322108864784,0,1,0,0,1,0
custom (300),301,301,42884,1,0.25317445397377014,0,0,0,0,0,1
custom (300),301,301,42671,1,0.8961908221244812,1,1,1,0,0,0
custom (300),301,301,5455,0,0.09358584135770798,0,1,0,0,1,0
custom (300),301,301,972,0,0.0005830606096424162,0,1,0,0,1,0
custom (300),301,301,35046,1,0.9980981945991516,1,1,1,0,0,0
custom (300),301,301,20387,0,0.01841149479150772,0,1,0,0,1,0
custom (300),301,301,27424,1,0.9973852038383484,1,1,1,0,0,0
custom (300),301,301,40068,1,0.9973879456520081,1,1,1,0,0,0
custom (300),301,301,10210,0,9.011851216200739e-05,0,1,0,0,1,0
custom (300),301,301,27547,1,0.9917594790458679,1,1,1,0,0,0
custom (300),301,301,10468,0,0.07784369587898254,0,1,0,0,1,0
custom (300),301,301,19021,0,0.204948291182518,0,1,0,0,1,0
custom (300),301,301,22318,1,0.8422279357910156,1,1,1,0,0,0
custom (300),301,301,22737,1,0.8782893419265747,1,1,1,0,0,0
custom (300),301,301,18278,0,0.0002565121976658702,0,1,0,0,1,0
custom (300),301,301,9123,0,0.012849223800003529,0,1,0,0,1,0
custom (300),301,301,37735,1,0.9803879261016846,1,1,1,0,0,0
custom (300),301,301,14633,0,7.458181698893895e-06,0,1,0,0,1,0
custom (300),301,301,17376,0,0.00023100395628716797,0,1,0,0,1,0
custom (300),301,301,10244,0,0.329243928194046,0,1,0,0,1,0
custom (300),301,301,2467,0,0.0035677466075867414,0,1,0,0,1,0
custom (300),301,301,19536,0,0.25054481625556946,0,1,0,0,1,0
custom (300),301,301,40726,1,0.6580841541290283,1,1,1,0,0,0
custom (300),301,301,18074,0,0.009373837150633335,0,1,0,0,1,0
custom (300),301,301,10550,0,0.617917001247406,1,0,0,1,0,0
custom (300),301,301,11135,0,0.0282977856695652,0,1,0,0,1,0
custom (300),301,301,23525,1,0.9998905658721924,1,1,1,0,0,0
custom (300),301,301,14574,0,0.0007697274559177458,0,1,0,0,1,0
custom (300),301,301,38384,1,0.9999933242797852,1,1,1,0,0,0
custom (300),301,301,5876,0,0.04271635040640831,0,1,0,0,1,0
custom (300),301,301,10579,0,0.00020668873912654817,0,1,0,0,1,0
custom (300),301,301,10609,0,0.10282232612371445,0,1,0,0,1,0
custom (300),301,301,40182,1,0.9989506006240845,1,1,1,0,0,0
custom (300),301,301,28259,1,0.9530842304229736,1,1,1,0,0,0
custom (300),301,301,4988,0,0.002258137334138155,0,1,0,0,1,0
custom (300),301,301,18409,0,0.0011125215096399188,0,1,0,0,1,0
custom (300),301,301,37950,1,0.36548808217048645,0,0,0,0,0,1
custom (300),301,301,41789,1,0.9938602447509766,1,1,1,0,0,0
custom (300),301,301,10837,0,0.00127225904725492,0,1,0,0,1,0
custom (300),301,301,5125,0,6.659480504822568e-07,0,1,0,0,1,0
custom (300),301,301,43375,1,0.9130727052688599,1,1,1,0,0,0
custom (300),301,301,39600,1,0.9853045344352722,1,1,1,0,0,0
custom (300),301,301,24619,1,0.9980624318122864,1,1,1,0,0,0
custom (300),301,301,9485,0,0.19884414970874786,0,1,0,0,1,0
custom (300),301,301,31005,1,0.9954816102981567,1,1,1,0,0,0
custom (300),301,301,17883,0,0.03666835278272629,0,1,0,0,1,0
custom (300),301,301,37277,1,0.8788855075836182,1,1,1,0,0,0
custom (300),301,301,33581,1,0.9923326969146729,1,1,1,0,0,0
custom (300),301,301,11041,0,0.007040578406304121,0,1,0,0,1,0
custom (300),301,301,28684,1,0.9986088871955872,1,1,1,0,0,0
custom (300),301,301,17469,0,0.0006281158421188593,0,1,0,0,1,0
custom (300),301,301,5318,0,0.12445195019245148,0,1,0,0,1,0
custom (300),301,301,10201,0,0.0002578627900220454,0,1,0,0,1,0
custom (300),301,301,35854,1,0.9986830353736877,1,1,1,0,0,0
custom (300),301,301,10776,0,0.0008927070302888751,0,1,0,0,1,0
custom (300),301,301,47274,1,0.9981977343559265,1,1,1,0,0,0
custom (300),301,301,45940,1,0.9506378173828125,1,1,1,0,0,0
custom (300),301,301,39979,1,0.9394124150276184,1,1,1,0,0,0
custom (300),301,301,25418,1,0.9900790452957153,1,1,1,0,0,0
custom (300),301,301,31275,1,0.9454297423362732,1,1,1,0,0,0
custom (300),301,301,18520,0,0.005861091427505016,0,1,0,0,1,0
custom (300),301,301,42422,1,0.9946634769439697,1,1,1,0,0,0
custom (300),301,301,19913,0,0.15383265912532806,0,1,0,0,1,0
custom (300),301,301,13269,0,0.0005127288168296218,0,1,0,0,1,0
custom (300),301,301,27266,1,0.9446707367897034,1,1,1,0,0,0
custom (300),301,301,1272,0,0.00025277287932112813,0,1,0,0,1,0
custom (300),301,301,24452,1,0.5276160836219788,1,1,1,0,0,0
custom (300),301,301,42628,1,0.9997153878211975,1,1,1,0,0,0
custom (300),301,301,7853,0,5.744908776250668e-05,0,1,0,0,1,0
custom (300),301,301,45071,1,0.956811785697937,1,1,1,0,0,0
custom (300),301,301,16255,0,7.19461334952598e-09,0,1,0,0,1,0
custom (300),301,301,46751,1,0.5785118341445923,1,1,1,0,0,0
custom (300),301,301,13546,0,0.0008958051330409944,0,1,0,0,1,0
custom (300),301,301,30967,1,0.9982942938804626,1,1,1,0,0,0
custom (300),301,301,41243,1,0.9862014651298523,1,1,1,0,0,0
custom (300),301,301,37008,1,0.7260196208953857,1,1,1,0,0,0
custom (300),301,301,12079,0,0.0009864714229479432,0,1,0,0,1,0
custom (300),301,301,9340,0,0.0012942816829308867,0,1,0,0,1,0
custom (300),301,301,36049,1,0.9919857978820801,1,1,1,0,0,0
custom (300),301,301,20417,0,0.10977945476770401,0,1,0,0,1,0
custom (300),301,301,41246,1,0.9981555342674255,1,1,1,0,0,0
custom (300),301,301,41895,1,0.9999836683273315,1,1,1,0,0,0
custom (300),301,301,13303,0,7.57815214456059e-05,0,1,0,0,1,0
custom (300),301,301,11426,0,0.004971044138073921,0,1,0,0,1,0
custom (300),301,301,46384,1,0.9999054670333862,1,1,1,0,0,0
custom (300),301,301,38759,1,0.9999938011169434,1,1,1,0,0,0
custom (300),301,301,15600,0,0.0394594706594944,0,1,0,0,1,0
custom (300),301,301,7245,0,0.0012000517453998327,0,1,0,0,1,0
custom (300),301,301,17402,0,0.010814755223691463,0,1,0,0,1,0
custom (300),301,301,17133,0,0.013518800027668476,0,1,0,0,1,0
custom (300),301,301,27508,1,0.999984860420227,1,1,1,0,0,0
custom (300),301,301,24635,1,0.9994409680366516,1,1,1,0,0,0
custom (300),301,301,38552,1,0.9989724159240723,1,1,1,0,0,0
custom (300),301,301,45095,1,0.9977999329566956,1,1,1,0,0,0
custom (300),301,301,23191,1,0.9286990761756897,1,1,1,0,0,0
custom (300),301,301,20180,0,3.952640690840781e-05,0,1,0,0,1,0
custom (300),301,301,8504,0,3.268502405262552e-05,0,1,0,0,1,0
